"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed"
760096,"Infrastructure & Operations Graveyard","Account Requests","aignacio","RESOLVED","FIXED","L1 access disabled","2015-08-17 11:35:50"
760369,"Infrastructure & Operations","Servicedesk","aignacio","RESOLVED","FIXED","Addition to engpm@mozilla.com list","2014-10-28 07:42:24"
760449,"Infrastructure & Operations","Servicedesk","aignacio","RESOLVED","FIXED","[Zimbra Distribution List Request] mozparty@mozilla.com","2014-10-28 07:42:24"
761259,"Infrastructure & Operations","Servicedesk","aignacio","RESOLVED","FIXED","Order new r5 mini for Calendar / Lightning","2014-10-28 07:42:24"
761337,"Infrastructure & Operations","Servicedesk","aignacio","RESOLVED","FIXED","Photoshop & Illustrator for Sawyer Hollandshead","2014-10-28 07:42:24"
762352,"Infrastructure & Operations Graveyard","Account Requests","aignacio","RESOLVED","FIXED","Reactivate William Chen's hg account","2015-08-17 11:35:50"
764617,"Infrastructure & Operations","Servicedesk","aignacio","RESOLVED","FIXED","Need Windows to reproduce a Firefox crash","2014-10-28 07:42:24"
768497,"Infrastructure & Operations","Servicedesk","aignacio","RESOLVED","FIXED","Sublime Text 2 License for bwinton (and perhaps others…)","2014-10-28 07:42:24"
769034,"Infrastructure & Operations","Servicedesk","aignacio","RESOLVED","FIXED","please order a copy of solidworks cad software","2014-10-28 07:42:24"
769732,"Infrastructure & Operations","Servicedesk","aignacio","RESOLVED","FIXED","Buy 10 Panda ES boards, 10 SD cards and 10 power adapters","2014-10-28 07:42:24"
770427,"Infrastructure & Operations Graveyard","Account Requests","aignacio","RESOLVED","FIXED","Please reactivate my Mercurial account.","2015-08-17 11:35:50"
772491,"Infrastructure & Operations","Servicedesk","aignacio","RESOLVED","FIXED","Apple keyboard with numeric keypad","2014-10-28 07:42:24"
772636,"Infrastructure & Operations","Servicedesk","aignacio","RESOLVED","FIXED","please order 90 SanDisk Extreme Pro 16gb SDSDXPA-016G-X46 SD cards for new tegras","2014-10-28 07:42:24"
772844,"Infrastructure & Operations","Servicedesk","aignacio","RESOLVED","FIXED","[Zimbra Distribution List Request] press-fr@mozilla.com","2014-10-28 07:42:24"
773287,"Infrastructure & Operations","Servicedesk","aignacio","RESOLVED","FIXED","[Zimbra Distribution List Request] Please create a new bmo-perms@mozilla.org email alias","2014-10-28 07:42:24"
773363,"Infrastructure & Operations Graveyard","Account Requests","aignacio","RESOLVED","FIXED","Please create a stability@mozilla.org mailing list","2015-08-17 11:35:50"
775036,"Infrastructure & Operations","Servicedesk","aignacio","RESOLVED","FIXED","[Zimbra Distribution List Request] press-eu@mozilla.com","2014-10-28 07:42:24"
775178,"Infrastructure & Operations Graveyard","Account Requests","aignacio","RESOLVED","FIXED","Please remove lsblakk from mirrors@mozilla distribution list","2015-08-17 11:35:50"
775935,"Infrastructure & Operations Graveyard","Account Requests","aignacio","RESOLVED","FIXED","Email","2015-08-17 11:35:50"
777780,"Infrastructure & Operations","Servicedesk","aignacio","RESOLVED","FIXED","License for Keynote for Blake Winton.","2014-10-28 07:42:24"
777990,"Infrastructure & Operations","Servicedesk","aignacio","RESOLVED","FIXED","[ORDER-MTV] - Tablet Stands","2014-10-28 07:42:24"
784504,"Infrastructure & Operations Graveyard","Account Requests","aignacio","RESOLVED","FIXED","Re-activate johnath's commit access","2015-08-17 11:35:50"
795494,"Infrastructure & Operations Graveyard","Account Requests","aignacio","RESOLVED","FIXED","add Radhika Tandon to all@mozillafoundation.org","2015-08-17 11:35:50"
808701,"Infrastructure & Operations","Servicedesk","aignacio","RESOLVED","FIXED","KMS license for Windows 8","2014-10-28 07:42:24"
809082,"Infrastructure & Operations Graveyard","Account Requests","aignacio","RESOLVED","FIXED","Please provide community member Eric Wong with LDAP and MPT VPN access","2015-08-17 11:35:50"
827500,"Infrastructure & Operations","Servicedesk","aignacio","RESOLVED","FIXED","Create the espindola@mozilla.com alias","2014-10-28 07:42:24"
870905,"Infrastructure & Operations","Servicedesk","aignacio","RESOLVED","FIXED","Create badges@mozillafoundation.org alias","2014-10-28 07:42:24"
873686,"Directory","LDAP Tools","aignacio","RESOLVED","FIXED","Remove agency LDAP access","2013-06-26 08:18:58"
885429,"Infrastructure & Operations","Servicedesk","aignacio","RESOLVED","FIXED","mobile-managers@mozilla.com","2014-10-28 07:42:24"
893690,"Infrastructure & Operations Graveyard","Account Requests","aignacio","RESOLVED","FIXED","Add an alias to williamd@mozillafoundation.org","2015-08-17 11:35:50"
895718,"Infrastructure & Operations","DCOps","aignacio","RESOLVED","FIXED","order a decent reserve of SD Cards to replace ones that fail in the panda boards","2014-11-20 05:50:02"
1010283,"mozilla.org Graveyard","Server Operations","aignacio","RESOLVED","FIXED","LDAP community account for GSOC'14 student's project","2015-03-12 08:17:16"
1141721,"Infrastructure & Operations","Servicedesk","aignacio","RESOLVED","FIXED","Set up mailing list contributors@mozilla.org on mail.mozilla.org","2015-03-11 09:55:29"
1159369,"Infrastructure & Operations Graveyard","Account Requests","aignacio","RESOLVED","FIXED","Create thunderbird-accounts@mozilla.org email alias","2015-08-17 11:35:50"
790438,"Firefox for Android","Download Manager","aiishwarya.sivaraman","RESOLVED","FIXED","Assign names to anonymous functions in Download manager module aboutDownloads.js","2012-09-27 04:00:40"
794620,"Core","Disability Access APIs","aiishwarya.sivaraman","RESOLVED","FIXED","group position of HTML radio buttons might be incorrect","2013-02-22 03:17:42"
669578,"Core","DOM: Core & HTML","Ainsley.Chong","RESOLVED","FIXED","Add a reflectInt method to reflect.js","2011-09-21 18:07:42"
729877,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","B2G Wifi: hook up to settings API","2012-09-04 02:55:10"
743064,"Firefox OS","General","airpingu","RESOLVED","FIXED","Shutdown FramebufferWatcher thread gracefully","2012-05-02 20:02:49"
749551,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","Alarm API","2014-07-10 23:30:43"
751945,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","B2G Wifi: Add a notification for when wpa_supplicant dies on its own","2012-07-19 13:57:04"
772369,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","Alarm API - Follow-Up Fix for System Message Integration","2012-07-25 18:54:59"
773596,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","Alarm API - Make Up Missing sendAsyncMessage() for Some Early-Return If Blocks","2012-07-14 10:02:32"
775032,"Core","DOM","airpingu","RESOLVED","FIXED","System Message Handler - Fix B2G Installation Bug (MOZ_SYS_MSG not Defined Correctly)","2012-07-25 08:12:56"
776785,"Core","Hardware Abstraction Layer (HAL)","airpingu","RESOLVED","FIXED","Alarm API - hal::SetAlarm takes |long|s, but should instead take PRInt32s","2012-08-02 19:33:26"
777207,"Core","DOM","airpingu","RESOLVED","FIXED","Alarm API - AlarmService should use ""activities"" or ""system messages"", or not broadcast information to all content processes","2012-07-27 08:57:54"
777224,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","Alarm API - .getAll() and .remove() can only interact with alarms scheduled by the same app","2012-08-02 19:09:37"
777226,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","Alarm API - If an alarm cannot be fired when the device shuts down, it should be fired when powering up.","2012-09-05 04:25:47"
777228,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","Alarm API - The back-end needs to remove alarms that have been fired from DB, so that .getAll() won't return them.","2012-07-31 06:14:04"
777251,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","B2G MMS: Configure MMS proxy settings through SettingsService","2013-06-06 07:55:47"
783021,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","System time: listen to timezone settings changes and update system timezone","2012-09-20 21:51:03"
783149,"Core","DOM","airpingu","RESOLVED","FIXED","System Message API - Buffer messages in shell.js until the system app has started","2012-09-17 19:48:37"
785298,"Core","DOM","airpingu","RESOLVED","FIXED","Settings API: set() can carry a customized message to notify ""mozsettings-changed"" observers","2012-09-01 18:45:54"
788076,"Core","DOM","airpingu","RESOLVED","FIXED","Settings API: Need to notify content processes about the settings changes when calling SettingsService.set() from chrome process","2012-09-19 07:33:06"
789973,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","B2G system time: adjust system clock after receiving NITZ timestamp","2013-10-22 01:32:50"
790497,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","Alarm API - Adjust firing time for ""ignoreTimezone"" alarms when timezone is reset","2012-09-18 02:13:27"
790527,"Core","General","airpingu","RESOLVED","FIXED","When rebooting/powering off, go through normal gecko shutdown","2012-09-28 22:27:50"
790823,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","test failure: Unexpected interface name in global scope: MozTimeManager","2012-09-18 02:13:27"
791962,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","Time API: Clean up the usage comment in nsIDOMTimeManager (s/seconds/milliseconds)","2012-09-19 07:57:37"
793970,"Core","General","airpingu","RESOLVED","FIXED","Reuse nsAppStartup's watchdog to compulsively power-off/reboot/quit gecko if profile synchronizing hangs.","2012-10-03 06:05:07"
794127,"Core","Hardware Abstraction Layer (HAL)","airpingu","RESOLVED","FIXED","hal::AdjustSystemClock should take a 64-bit value","2012-09-26 17:16:02"
795209,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","System Message API: Fail to fire 'icc-stkcommand' system messages","2012-10-15 03:29:54"
795782,"Core","DOM","airpingu","RESOLVED","FIXED","System Message API: Shouldn't pend messages for running apps to avoid re-firing them when restarting apps","2012-10-14 23:04:15"
796293,"Firefox OS","General","airpingu","RESOLVED","FIXED","[camera] Picking camera after long press causes app crash and phone reboot","2012-10-21 20:57:14"
797803,"Core","DOM","airpingu","RESOLVED","FIXED","System Message API: System App fails to receive system messages","2013-04-01 02:45:09"
801096,"Firefox OS","General","airpingu","RESOLVED","FIXED","[settings] Set-Automatically for time should take effect *immediately* instead of waiting on next NITZ coming","2012-10-24 13:37:19"
801257,"Core","DOM","airpingu","RESOLVED","FIXED","System Message API: Page would wrongly handle messages to be sent to other pages","2012-10-17 13:16:12"
801573,"Core","DOM","airpingu","RESOLVED","FIXED","[Web Activities] Need to notify SystemMessageInternal when the apps' registration restarts, to avoid sending system messages to deprecated pages.","2012-10-21 19:23:01"
813994,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","Alarm API - Need additional security checks for the ""alarms"" permission","2012-12-01 20:06:09"
817474,"Firefox OS","General","airpingu","RESOLVED","FIXED","B2G MMS: handleNotificationIndication()->sendMmsRequest() cannot get the expected HTTP response.","2013-06-06 21:14:11"
817945,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","B2G MMS: Configure MMS proxy settings through SettingsService (follow-up)","2013-05-03 10:03:19"
820733,"Firefox OS","General","airpingu","RESOLVED","FIXED","B2G MMS: Don't deactivate the MMS network so often which is a burden for consecutive MMS HTTP requests.","2013-06-06 21:14:22"
821607,"Firefox OS","General","airpingu","RESOLVED","FIXED","Add checks in the parent to ensure system messages are registered for the correct application.","2013-01-08 14:29:33"
821633,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","Alarm API - .getAll() need to wrap the objects respecting to the content window.","2012-12-19 06:53:53"
821671,"Firefox OS","General","airpingu","RESOLVED","FIXED","Check alarm API parameters in the parent","2013-01-08 14:29:08"
821977,"Core","DOM","airpingu","RESOLVED","FIXED","ObjectWrapper.jsm needs to provide |type| property for the new blob","2012-12-18 14:44:41"
830258,"Core Graveyard","DOM: Apps","airpingu","RESOLVED","FIXED","[Webapps] .uninstall() should return ""Webapps:Uninstall:Return:KO"" when uninstalling a non-removable app","2017-10-22 20:58:36"
830616,"Firefox OS","General","airpingu","RESOLVED","FIXED","A follow-up for bug 828395 to fix some buggy logic in handling the targets of system message.","2013-01-16 12:31:01"
831108,"Firefox OS","General","airpingu","RESOLVED","FIXED","Process tab terminated (stop loading) on http://margaretleibovic.com/mural/","2013-01-24 12:21:25"
831683,"Core","DOM","airpingu","RESOLVED","FIXED","B2G SMS & B2G MMS: make SMS database more generic for MMS","2013-06-06 08:01:51"
833060,"Firefox OS","General","airpingu","RESOLVED","FIXED","B2G RIL: Need a way to know whether NITZ is available or not","2013-07-04 19:43:54"
837572,"Core Graveyard","DOM: Apps","airpingu","RESOLVED","FIXED","Cannot access any property by the manifest of app object","2017-10-22 20:58:36"
839352,"Core","DOM","airpingu","RESOLVED","FIXED","B2G SMS & B2G MMS: clean up the chaotic terminology for |record| and |message| in MobileMessageDatabaseService.js","2013-06-06 08:03:24"
839436,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","B2G MMS: make DB be able to save MMS messages","2013-06-06 08:03:35"
844429,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","B2G SMS & MMS: move SMS codes into dom/mobilemessage to make it generic for MMS","2013-06-06 08:05:14"
844431,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","B2G MMS: provide nsIDOMMobileMessageManager interface (with sendMMS() first)","2013-06-06 08:05:29"
847736,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","B2G MMS: provide nsIDOMMobileMessageManager.delete()","2013-06-06 08:06:00"
847738,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","B2G MMS: provide nsIDOMMobileMessageManager.getMessage()","2013-06-06 08:06:09"
847756,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","B2G MMS: provide nsIDOMMobileMessageManager.markMessageRead()","2013-06-06 08:07:35"
850140,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","B2G MMS: implement MmsService.handleDeliveryIndication() to handle delivery report","2013-09-16 07:13:59"
850530,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","B2G MMS: Use the same attribute name for delivery (s/state/delivery) like SMS","2013-06-06 08:08:43"
850680,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","B2G MMS: broadcast ""sms-received"" and ""sms-sent"" system messages","2013-04-12 03:47:56"
852471,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","B2G MMS: provide nsIDOMMobileMessageManager interface (with sendMMS() first) (follow-up fix)","2013-04-12 03:46:26"
852911,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","B2G MMS: fail to expose correct nsIDOMMozMmsMessage.attachments","2013-04-12 03:48:29"
853329,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","B2G MMS: other Android phones cannot read attachments sent from FFOS","2013-04-12 03:48:00"
853725,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","B2G MMS: fail to read nsIDOMMozMmsMessage.receivers for a received MMS (a follow-up of bug 849741)","2013-04-12 03:48:03"
853752,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","B2G MMS: after retrieving MMS, delete the thread containing the previous notification indication","2013-06-06 08:14:18"
854326,"Firefox OS","RIL","airpingu","RESOLVED","FIXED","B2G Multi-SIM: support multiple SIM cards for SMS/MMS","2014-03-14 07:57:08"
854422,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","B2G MMS: should call .NotifyResponseTransaction() with MMS_PDU_STATUS_RETRIEVED after an MMS is retrieved under the RETRIEVAL_MODE_AUTOMATIC mode (a follow-up for bug 845643)","2013-04-12 03:47:56"
855968,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","B2G MMS: delivery is not correctly indexed in DB","2013-06-06 08:19:16"
865157,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","B2G MMS: Receiving an MMS creates a redundant thread different from the one containing SMS (from the same sender)","2014-02-25 22:14:00"
865992,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","B2G MMS: the read count is wrong after updating the thread containing notification indication","2013-06-06 08:28:12"
869807,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","B2G MMS: fail to send MMS due to the wrong assignment for expiryDate","2013-06-06 08:31:39"
869841,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","B2G MMS: Gaia cannot get request returned after calling .sendMMS(...).","2013-06-06 08:31:52"
870302,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","B2G MMS: use device time to specify the MMS receiving time","2013-06-06 08:32:04"
870562,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","B2G MMS: Fail to expose correct MMS message threadID","2013-06-06 08:32:14"
872373,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","B2G MMS: sendMMS(...) fails to create a proper thread ID for send/sending event.","2013-06-06 08:33:28"
873348,"Firefox OS","General","airpingu","RESOLVED","FIXED","System Message API: s/sendSystemMessage/openAppForSystemMessage/ in the shell.js","2013-05-24 06:39:14"
876397,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","Inter-App Communication API","2015-03-03 12:52:52"
878395,"Firefox OS","General","airpingu","RESOLVED","FIXED","System Message API: a follow-up for bug 877627 to prevent wrong pages from handling the system messages","2013-06-03 07:46:19"
885652,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","B2G SMS: DOMRequest in sending SMS API does not trigger onsuccess or onerror function when the SIM card is not installed or radio is disabled.","2013-07-01 18:04:40"
885674,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","Alarm API - Delete Alarm API data on app uninstallation (and clear data?) (follow-up)","2013-06-24 11:07:42"
887159,"Firefox OS","RIL","airpingu","RESOLVED","FIXED","B2G SMS: Handle message delivered timestamp for delivery report","2015-02-21 22:54:23"
888147,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","[B2G][MMS][Regression] We are skipping 'sending' status when sending a MMS","2013-07-02 07:09:43"
900933,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","Alarm API - AlarmsManager.remove() should use sendAsyncMessage()","2013-08-05 03:14:32"
901457,"Firefox OS","RIL","airpingu","RESOLVED","FIXED","[sms][mms] We need a property for the ""sent"" timestamp","2014-02-16 08:24:50"
901887,"Firefox OS","General","airpingu","RESOLVED","FIXED","[RIL][Contacts] Saving to SIM doesn't work","2013-09-30 12:24:20"
903403,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","[sms][mms] Make getSegmentInfoForText() Asynchronous to Improve Typing Performance","2013-11-29 03:50:33"
923382,"Firefox OS","RIL","airpingu","RESOLVED","FIXED","B2G Multi-SIM: support multiple SIM cards for network metering (a follow-up of bug 887699)","2014-01-08 08:45:52"
927711,"Firefox OS","RIL","airpingu","RESOLVED","FIXED","B2G MMS : Handle message delivered timestamp for delivery report","2013-12-10 06:25:44"
931699,"Firefox OS","RIL","airpingu","RESOLVED","FIXED","B2G DSDS: SNTP can only update system time when WiFi or Mobile (right SIM) gets connected","2014-01-16 19:05:56"
933207,"Firefox OS","RIL","airpingu","RESOLVED","FIXED","B2G SMS & MMS: Fire system messages for the delivery reports","2013-12-10 06:24:53"
936763,"Firefox OS","RIL","airpingu","RESOLVED","FIXED","B2G MMS: the connected/disconnected network can come from 3G not MMS, which throws exceptions when accessing MMS proxy settings","2013-11-11 20:00:25"
944890,"Firefox OS","RIL","airpingu","RESOLVED","FIXED","B2G SMS & MMS: remove convertTimeToInt(...) which is no longer needed","2014-03-20 07:41:04"
945711,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","[Messages] We lose the 'body' information when migrating","2013-12-11 05:25:01"
949325,"Core","DOM: Workers","airpingu","RESOLVED","FIXED","C++ wrapper to support DataStore API on the worker","2015-11-13 11:31:08"
956322,"Firefox OS","RIL","airpingu","RESOLVED","FIXED","Trying to download an MMS fails with 'Missing SIM card'","2014-01-08 13:34:53"
967653,"Core Graveyard","DOM: Apps","airpingu","RESOLVED","FIXED","[Inter-App Communication API] parent process security checks","2017-10-22 20:58:36"
981984,"Core","XPCOM","airpingu","RESOLVED","FIXED","OwningStringOrUnsignedLong union value cannot be set if the type is not matched","2014-05-01 18:11:24"
988129,"Core","DOM","airpingu","RESOLVED","FIXED","Correct the chaotic naming styles in system message codes","2014-03-31 14:32:56"
988787,"Core","DOM","airpingu","RESOLVED","FIXED","Should fire ""handle-system-messages-done"" at a correct time point","2014-05-29 07:28:36"
1003689,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","InterAppCommService does not implement nsIObserver","2014-05-08 12:47:35"
1006562,"Core","DOM: Workers","airpingu","RESOLVED","FIXED","WorkerDataStoreCursor.store should be equal to the WorkerDataStore which owns the cursor","2014-05-07 17:08:57"
1006566,"Core","DOM: Workers","airpingu","RESOLVED","FIXED","Unify the common DataStore tests between the main thread and the worker thread.","2014-05-12 13:47:44"
1009408,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","IAC shouldn't check the install origin for certified apps","2014-05-22 17:29:50"
1009482,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","Enable test_inter_app_comm.py on the try server","2014-05-20 03:27:05"
1014594,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","IAC: when no apps are selected to connect, we still need to do connections for the existing allowed apps.","2014-05-28 13:20:20"
1015100,"Core","DOM","airpingu","RESOLVED","FIXED","Polish the Alarm API Mochitest","2014-05-26 06:30:27"
1024362,"Core","DOM: Device Interfaces","airpingu","RESOLVED","FIXED","Correct the Alarm API's coding style.","2014-06-23 18:57:17"
1132556,"Firefox","Session Restore","aj","RESOLVED","FIXED","Replace runInContent() with ContentTask.spawn()","2016-04-03 19:27:53"
1230750,"Firefox Build System","General","aj","RESOLVED","FIXED","Add all generated headers in GENERATED_FILES to EXPORTS, remove Makefile.in INSTALL_TARGETS rules","2018-03-02 12:12:20"
1243133,"Firefox","Developer Tools: Console","aj","RESOLVED","FIXED","Fix brace-style warnings in webconsole.js","2016-01-29 02:49:46"
1243764,"Firefox","Developer Tools: Console","aj","RESOLVED","FIXED","Fix camelcase warnings in webconsole.js","2016-01-30 09:18:19"
1244514,"Firefox","Developer Tools: Console","aj","RESOLVED","FIXED","webconsole.js eslint cleanup - whitespace shuffling","2016-02-04 05:25:07"
1246188,"Firefox","Developer Tools: Console","aj","RESOLVED","FIXED","Make webconsole.js ESLint-clean","2016-02-18 03:24:22"
1266724,"Core","Drag and Drop","ajain2","RESOLVED","FIXED","JavaScript error: TypeError: sourceDocument.defaultView is null","2016-05-30 06:36:27"
665315,"Core","Plug-ins","ajax16384","RESOLVED","FIXED","OOPP Contextmenu loses messages","2012-06-07 19:31:20"
132231,"Calendar","Internal Components","ajbu","RESOLVED","FIXED","No support for International characters","2006-07-19 19:30:25"
137513,"Calendar","Sunbird Only","ajbu","RESOLVED","FIXED","Mousewheel scrolling doesn't work in Calendar window","2008-12-30 06:39:59"
141867,"Calendar","General","ajbu","RESOLVED","FIXED","Calendar should have copy/paste functionality","2006-07-17 21:33:55"
146212,"Calendar","General","ajbu","RESOLVED","FIXED","Calendar import/export: open and save as functions.","2006-07-17 21:35:06"
149041,"Calendar","Sunbird Only","ajbu","RESOLVED","FIXED","Calendar should use -moz-image-region for button bitmaps","2006-07-19 20:04:31"
158510,"Calendar","General","ajbu","RESOLVED","FIXED","Import tasks from .ics","2006-07-17 21:37:34"
159540,"Calendar","Sunbird Only","ajbu","RESOLVED","FIXED","cant go offline from calendar window","2006-07-19 20:07:51"
162866,"Calendar","General","ajbu","RESOLVED","FIXED","Clipboard copy and drag/drop not working in Mozilla 1.2 builds","2008-04-03 09:07:10"
163158,"Calendar","Sunbird Only","ajbu","RESOLVED","FIXED","Printing event with International Characters in event fields","2006-07-19 20:09:40"
917047,"Core","Security: PSM","ajgupta93","RESOLVED","FIXED","Remove the security.enable_md5_signatures pref","2014-02-11 03:12:55"
1316511,"Core","Layout","ajitpeter86","RESOLVED","FIXED","Remove friend class nsSVGPathFrame declaration in SVGPathElement","2016-11-20 09:03:55"
591358,"Core","Graphics","ajones","RESOLVED","FIXED","Crash [@ mozilla::layers::BasicLayerManager::PushGroupWithCachedSurface(gfxContext*, gfxASurface::gfxContentType, gfxPoint*) ]","2015-06-26 16:27:45"
740200,"Core","Graphics","ajones","RESOLVED","FIXED","Get Azure/Skia content rendering working on Linux","2016-04-20 09:38:14"
750434,"Core","Graphics: Layers","ajones","RESOLVED","FIXED","[Azure] Add support for Azure to Tiled Thebes Layers","2013-09-23 04:15:33"
753237,"Core","Graphics","ajones","RESOLVED","FIXED","[Azure] Implement mask in the Cairo backend","2012-10-03 06:05:31"
761895,"Core","Graphics","ajones","RESOLVED","FIXED","[Azure] Get text in Cairo backend working for GTK","2013-06-09 16:14:14"
780792,"Core","Graphics: Layers","ajones","RESOLVED","FIXED","Save/restore leaks in basic layer when needsGroup, is2D and clipIsEmpty are all true.","2012-09-10 18:42:53"
781380,"Core","Canvas: 2D","ajones","RESOLVED","FIXED","[Azure] Memory leak in Azure/Cairo","2012-08-29 06:39:01"
781731,"Core","Canvas: 2D","ajones","RESOLVED","FIXED","[Azure] Cairo performance slow on Linux","2012-11-27 09:03:26"
784573,"Core","Canvas: 2D","ajones","RESOLVED","FIXED","[Azure] Cairo path transforms broken","2015-01-21 21:53:16"
786913,"Core","Canvas: 2D","ajones","RESOLVED","FIXED","[Azure] 0px fonts don't short circuit on text measuring and drawing","2012-09-05 19:36:30"
788087,"Core","Graphics","ajones","RESOLVED","FIXED","[Azure] Cairo surface patterns do not apply the pattern matrix","2012-09-05 19:44:20"
789367,"Core","Graphics","ajones","RESOLVED","FIXED","[Azure] Add content preference for GTK platform","2013-06-01 20:18:49"
793085,"Core","Graphics","ajones","RESOLVED","FIXED","Remove UseAzureContentDrawing() in favour of SupportsAzureContent()","2012-10-02 08:59:29"
793923,"Core","Graphics","ajones","RESOLVED","FIXED","[Azure] Content using wrong pref","2012-10-09 18:36:40"
794463,"Core","Canvas: 2D","ajones","RESOLVED","FIXED","Crash [@ nsCanvasRenderingContext2DAzure::FillRect ]","2013-04-18 12:24:01"
795135,"Core","Graphics","ajones","RESOLVED","FIXED","[Azure] Cairo paths helper not restoring transforms","2012-12-11 11:02:33"
795763,"Core","Graphics","ajones","RESOLVED","FIXED","[Azure] Cairo gradients don't use extend mode","2012-10-11 07:04:03"
796418,"Core","Graphics","ajones","RESOLVED","FIXED","[Azure] Cairo check matrix consistency before drawing","2012-12-11 11:03:20"
798802,"Core","Canvas: 2D","ajones","RESOLVED","FIXED","mixing webgl and 2d context causes crashes","2013-04-18 12:25:37"
818482,"Firefox OS","General","ajones","RESOLVED","FIXED","Panning vertically is very jittery","2013-01-23 03:44:00"
820561,"Firefox OS","General","ajones","RESOLVED","FIXED","Unnecessary painting while scrolling","2012-12-21 15:19:44"
825808,"Core","Layout","ajones","RESOLVED","FIXED","[B2G][Homescreen] Swiping animation only shows last frame","2013-01-30 15:07:39"
831237,"Core","Graphics: Layers","ajones","RESOLVED","FIXED","APZC is causing excessive buffer churn","2013-06-26 12:44:16"
833795,"Core","Graphics: Layers","ajones","RESOLVED","FIXED","Content jitters when URL bar hidden","2013-06-09 16:16:20"
839910,"Firefox OS","General","ajones","RESOLVED","FIXED","[meta] Clean up pan/zoom code","2014-04-18 18:55:45"
839911,"Firefox OS","General","ajones","RESOLVED","FIXED","Separate animation out from layer code","2013-12-19 08:03:38"
852251,"Core","Graphics: Layers","ajones","RESOLVED","FIXED","Multiple crashes seen in ""layers"" while on call and attempting FTP over DUN","2013-04-05 06:27:05"
864447,"Core","Graphics: Layers","ajones","RESOLVED","FIXED","Support drawing display port on nested APZC frames","2013-07-16 02:16:10"
868047,"Core","Graphics: Layers","ajones","RESOLVED","FIXED","Zoom level is not reset between page loads","2013-09-26 07:46:31"
880578,"Core","Graphics: Layers","ajones","RESOLVED","FIXED","APZC: Scroll events are only sent when repainting is needed","2013-07-30 19:38:38"
880932,"Core","Graphics: Layers","ajones","RESOLVED","FIXED","APZC: Page stops repainting and zoom/pan stops updating","2013-06-23 20:03:23"
